clip_id,participant_id,cohort,question_id,prompt_type,voiceform_question_order,audio_path
P0306_q73,P0306,reconsent,73.0,dialect,142,audio/reconsent/P0306/P0306_q73.wav
P0306_mic_check,P0306,reconsent,,mic_check,141,audio/reconsent/P0306/P0306_mic_check.wav
P0307_q03,P0307,reconsent,3.0,scenario,71,audio/reconsent/P0307/P0307_q03.wav
P0307_q06,P0307,reconsent,6.0,scenario,74,audio/reconsent/P0307/P0307_q06.wav
P0307_q07,P0307,reconsent,7.0,scenario,75,audio/reconsent/P0307/P0307_q07.wav
P0307_q11,P0307,reconsent,11.0,scenario,79,audio/reconsent/P0307/P0307_q11.wav
P0307_q12,P0307,reconsent,12.0,scenario,80,audio/reconsent/P0307/P0307_q12.wav
P0307_q15,P0307,reconsent,15.0,scenario,83,audio/reconsent/P0307/P0307_q15.wav
P0307_q16,P0307,reconsent,16.0,scenario,84,audio/reconsent/P0307/P0307_q16.wav
P0307_q19,P0307,reconsent,19.0,scenario,87,audio/reconsent/P0307/P0307_q19.wav
P0307_q20,P0307,reconsent,20.0,scenario,88,audio/reconsent/P0307/P0307_q20.wav
P0307_q22,P0307,reconsent,22.0,scenario,90,audio/reconsent/P0307/P0307_q22.wav
P0307_q23,P0307,reconsent,23.0,scenario,91,audio/reconsent/P0307/P0307_q23.wav
P0307_q25,P0307,reconsent,25.0,scenario,93,audio/reconsent/P0307/P0307_q25.wav
P0307_q26,P0307,reconsent,26.0,scenario,94,audio/reconsent/P0307/P0307_q26.wav
P0307_q28,P0307,reconsent,28.0,scenario,96,audio/reconsent/P0307/P0307_q28.wav
P0307_q29,P0307,reconsent,29.0,scenario,97,audio/reconsent/P0307/P0307_q29.wav
P0307_q30,P0307,reconsent,30.0,scenario,98,audio/reconsent/P0307/P0307_q30.wav
P0307_q31,P0307,reconsent,31.0,scenario,99,audio/reconsent/P0307/P0307_q31.wav
P0307_q33,P0307,reconsent,33.0,scenario,101,audio/reconsent/P0307/P0307_q33.wav
P0307_q37,P0307,reconsent,37.0,scenario,105,audio/reconsent/P0307/P0307_q37.wav
P0307_q42,P0307,reconsent,42.0,scenario,110,audio/reconsent/P0307/P0307_q42.wav
P0307_q43,P0307,reconsent,43.0,scenario,111,audio/reconsent/P0307/P0307_q43.wav
P0307_q44,P0307,reconsent,44.0,scenario,112,audio/reconsent/P0307/P0307_q44.wav
P0307_q47,P0307,reconsent,47.0,scenario,115,audio/reconsent/P0307/P0307_q47.wav
P0307_q48,P0307,reconsent,48.0,scenario,116,audio/reconsent/P0307/P0307_q48.wav
P0307_q50,P0307,reconsent,50.0,scenario,118,audio/reconsent/P0307/P0307_q50.wav
P0307_q51,P0307,reconsent,51.0,scenario,119,audio/reconsent/P0307/P0307_q51.wav
P0307_q52,P0307,reconsent,52.0,scenario,120,audio/reconsent/P0307/P0307_q52.wav
P0307_q53,P0307,reconsent,53.0,scenario,121,audio/reconsent/P0307/P0307_q53.wav
P0307_q56,P0307,reconsent,56.0,scenario,124,audio/reconsent/P0307/P0307_q56.wav
P0307_q57,P0307,reconsent,57.0,scenario,125,audio/reconsent/P0307/P0307_q57.wav
P0307_q58,P0307,reconsent,58.0,scenario,126,audio/reconsent/P0307/P0307_q58.wav
P0307_q62,P0307,reconsent,62.0,scenario,130,audio/reconsent/P0307/P0307_q62.wav
P0307_q65,P0307,reconsent,65.0,scenario,133,audio/reconsent/P0307/P0307_q65.wav
P0307_q67,P0307,reconsent,67.0,scenario,135,audio/reconsent/P0307/P0307_q67.wav
P0307_q69,P0307,reconsent,69.0,scenario,137,audio/reconsent/P0307/P0307_q69.wav
P0307_q70,P0307,reconsent,70.0,suffix_number,138,audio/reconsent/P0307/P0307_q70.wav
P0307_q71,P0307,reconsent,71.0,suffix_additional,139,audio/reconsent/P0307/P0307_q71.wav
P0307_q72,P0307,reconsent,72.0,demographic,140,audio/reconsent/P0307/P0307_q72.wav
P0307_q73,P0307,reconsent,73.0,dialect,142,audio/reconsent/P0307/P0307_q73.wav
P0307_mic_check,P0307,reconsent,,mic_check,141,audio/reconsent/P0307/P0307_mic_check.wav
P0308_q01,P0308,reconsent,1.0,scenario,69,audio/reconsent/P0308/P0308_q01.wav
P0308_q02,P0308,reconsent,2.0,scenario,70,audio/reconsent/P0308/P0308_q02.wav
P0308_q03,P0308,reconsent,3.0,scenario,71,audio/reconsent/P0308/P0308_q03.wav
P0308_q05,P0308,reconsent,5.0,scenario,73,audio/reconsent/P0308/P0308_q05.wav
P0308_q07,P0308,reconsent,7.0,scenario,75,audio/reconsent/P0308/P0308_q07.wav
P0308_q11,P0308,reconsent,11.0,scenario,79,audio/reconsent/P0308/P0308_q11.wav
P0308_q12,P0308,reconsent,12.0,scenario,80,audio/reconsent/P0308/P0308_q12.wav
P0308_q13,P0308,reconsent,13.0,scenario,81,audio/reconsent/P0308/P0308_q13.wav
P0308_q16,P0308,reconsent,16.0,scenario,84,audio/reconsent/P0308/P0308_q16.wav
P0308_q18,P0308,reconsent,18.0,scenario,86,audio/reconsent/P0308/P0308_q18.wav
P0308_q24,P0308,reconsent,24.0,scenario,92,audio/reconsent/P0308/P0308_q24.wav
P0308_q25,P0308,reconsent,25.0,scenario,93,audio/reconsent/P0308/P0308_q25.wav
P0308_q27,P0308,reconsent,27.0,scenario,95,audio/reconsent/P0308/P0308_q27.wav
P0308_q28,P0308,reconsent,28.0,scenario,96,audio/reconsent/P0308/P0308_q28.wav
P0308_q29,P0308,reconsent,29.0,scenario,97,audio/reconsent/P0308/P0308_q29.wav
P0308_q34,P0308,reconsent,34.0,scenario,102,audio/reconsent/P0308/P0308_q34.wav
P0308_q35,P0308,reconsent,35.0,scenario,103,audio/reconsent/P0308/P0308_q35.wav
P0308_q37,P0308,reconsent,37.0,scenario,105,audio/reconsent/P0308/P0308_q37.wav
P0308_q38,P0308,reconsent,38.0,scenario,106,audio/reconsent/P0308/P0308_q38.wav
P0308_q41,P0308,reconsent,41.0,scenario,109,audio/reconsent/P0308/P0308_q41.wav
P0308_q42,P0308,reconsent,42.0,scenario,110,audio/reconsent/P0308/P0308_q42.wav
P0308_q46,P0308,reconsent,46.0,scenario,114,audio/reconsent/P0308/P0308_q46.wav
P0308_q47,P0308,reconsent,47.0,scenario,115,audio/reconsent/P0308/P0308_q47.wav
P0308_q48,P0308,reconsent,48.0,scenario,116,audio/reconsent/P0308/P0308_q48.wav
P0308_q49,P0308,reconsent,49.0,scenario,117,audio/reconsent/P0308/P0308_q49.wav
P0308_q50,P0308,reconsent,50.0,scenario,118,audio/reconsent/P0308/P0308_q50.wav
P0308_q52,P0308,reconsent,52.0,scenario,120,audio/reconsent/P0308/P0308_q52.wav
P0308_q57,P0308,reconsent,57.0,scenario,125,audio/reconsent/P0308/P0308_q57.wav
P0308_q58,P0308,reconsent,58.0,scenario,126,audio/reconsent/P0308/P0308_q58.wav
P0308_q60,P0308,reconsent,60.0,scenario,128,audio/reconsent/P0308/P0308_q60.wav
P0308_q62,P0308,reconsent,62.0,scenario,130,audio/reconsent/P0308/P0308_q62.wav
P0308_q65,P0308,reconsent,65.0,scenario,133,audio/reconsent/P0308/P0308_q65.wav
P0308_q67,P0308,reconsent,67.0,scenario,135,audio/reconsent/P0308/P0308_q67.wav
P0308_q68,P0308,reconsent,68.0,scenario,136,audio/reconsent/P0308/P0308_q68.wav
P0308_q69,P0308,reconsent,69.0,scenario,137,audio/reconsent/P0308/P0308_q69.wav
P0308_q70,P0308,reconsent,70.0,suffix_number,138,audio/reconsent/P0308/P0308_q70.wav
P0308_q71,P0308,reconsent,71.0,suffix_additional,139,audio/reconsent/P0308/P0308_q71.wav
P0308_q72,P0308,reconsent,72.0,demographic,140,audio/reconsent/P0308/P0308_q72.wav
P0308_q73,P0308,reconsent,73.0,dialect,142,audio/reconsent/P0308/P0308_q73.wav
P0308_mic_check,P0308,reconsent,,mic_check,141,audio/reconsent/P0308/P0308_mic_check.wav
P0309_q01,P0309,reconsent,1.0,scenario,69,audio/reconsent/P0309/P0309_q01.wav
P0309_q02,P0309,reconsent,2.0,scenario,70,audio/reconsent/P0309/P0309_q02.wav
P0309_q04,P0309,reconsent,4.0,scenario,72,audio/reconsent/P0309/P0309_q04.wav
P0309_q08,P0309,reconsent,8.0,scenario,76,audio/reconsent/P0309/P0309_q08.wav
P0309_q11,P0309,reconsent,11.0,scenario,79,audio/reconsent/P0309/P0309_q11.wav
P0309_q12,P0309,reconsent,12.0,scenario,80,audio/reconsent/P0309/P0309_q12.wav
P0309_q14,P0309,reconsent,14.0,scenario,82,audio/reconsent/P0309/P0309_q14.wav
P0309_q16,P0309,reconsent,16.0,scenario,84,audio/reconsent/P0309/P0309_q16.wav
P0309_q19,P0309,reconsent,19.0,scenario,87,audio/reconsent/P0309/P0309_q19.wav
P0309_q22,P0309,reconsent,22.0,scenario,90,audio/reconsent/P0309/P0309_q22.wav
P0309_q24,P0309,reconsent,24.0,scenario,92,audio/reconsent/P0309/P0309_q24.wav
P0309_q26,P0309,reconsent,26.0,scenario,94,audio/reconsent/P0309/P0309_q26.wav
P0309_q28,P0309,reconsent,28.0,scenario,96,audio/reconsent/P0309/P0309_q28.wav
P0309_q30,P0309,reconsent,30.0,scenario,98,audio/reconsent/P0309/P0309_q30.wav
P0309_q31,P0309,reconsent,31.0,scenario,99,audio/reconsent/P0309/P0309_q31.wav
P0309_q32,P0309,reconsent,32.0,scenario,100,audio/reconsent/P0309/P0309_q32.wav
P0309_q33,P0309,reconsent,33.0,scenario,101,audio/reconsent/P0309/P0309_q33.wav
P0309_q34,P0309,reconsent,34.0,scenario,102,audio/reconsent/P0309/P0309_q34.wav
P0309_q37,P0309,reconsent,37.0,scenario,105,audio/reconsent/P0309/P0309_q37.wav
P0309_q38,P0309,reconsent,38.0,scenario,106,audio/reconsent/P0309/P0309_q38.wav
P0309_q41,P0309,reconsent,41.0,scenario,109,audio/reconsent/P0309/P0309_q41.wav
P0309_q42,P0309,reconsent,42.0,scenario,110,audio/reconsent/P0309/P0309_q42.wav
P0309_q43,P0309,reconsent,43.0,scenario,111,audio/reconsent/P0309/P0309_q43.wav
P0309_q45,P0309,reconsent,45.0,scenario,113,audio/reconsent/P0309/P0309_q45.wav
P0309_q49,P0309,reconsent,49.0,scenario,117,audio/reconsent/P0309/P0309_q49.wav
P0309_q50,P0309,reconsent,50.0,scenario,118,audio/reconsent/P0309/P0309_q50.wav
P0309_q52,P0309,reconsent,52.0,scenario,120,audio/reconsent/P0309/P0309_q52.wav
P0309_q53,P0309,reconsent,53.0,scenario,121,audio/reconsent/P0309/P0309_q53.wav
P0309_q54,P0309,reconsent,54.0,scenario,122,audio/reconsent/P0309/P0309_q54.wav
P0309_q59,P0309,reconsent,59.0,scenario,127,audio/reconsent/P0309/P0309_q59.wav
P0309_q61,P0309,reconsent,61.0,scenario,129,audio/reconsent/P0309/P0309_q61.wav
P0309_q62,P0309,reconsent,62.0,scenario,130,audio/reconsent/P0309/P0309_q62.wav
P0309_q63,P0309,reconsent,63.0,scenario,131,audio/reconsent/P0309/P0309_q63.wav
P0309_q64,P0309,reconsent,64.0,scenario,132,audio/reconsent/P0309/P0309_q64.wav
P0309_q65,P0309,reconsent,65.0,scenario,133,audio/reconsent/P0309/P0309_q65.wav
P0309_q70,P0309,reconsent,70.0,suffix_number,138,audio/reconsent/P0309/P0309_q70.wav
P0309_q71,P0309,reconsent,71.0,suffix_additional,139,audio/reconsent/P0309/P0309_q71.wav
P0309_q72,P0309,reconsent,72.0,demographic,140,audio/reconsent/P0309/P0309_q72.wav
P0309_q73,P0309,reconsent,73.0,dialect,142,audio/reconsent/P0309/P0309_q73.wav
P0309_mic_check,P0309,reconsent,,mic_check,141,audio/reconsent/P0309/P0309_mic_check.wav
P0310_q01,P0310,reconsent,1.0,scenario,69,audio/reconsent/P0310/P0310_q01.wav
P0310_q02,P0310,reconsent,2.0,scenario,70,audio/reconsent/P0310/P0310_q02.wav
P0310_q04,P0310,reconsent,4.0,scenario,72,audio/reconsent/P0310/P0310_q04.wav
P0310_q05,P0310,reconsent,5.0,scenario,73,audio/reconsent/P0310/P0310_q05.wav
P0310_q06,P0310,reconsent,6.0,scenario,74,audio/reconsent/P0310/P0310_q06.wav
P0310_q07,P0310,reconsent,7.0,scenario,75,audio/reconsent/P0310/P0310_q07.wav
P0310_q09,P0310,reconsent,9.0,scenario,77,audio/reconsent/P0310/P0310_q09.wav
P0310_q10,P0310,reconsent,10.0,scenario,78,audio/reconsent/P0310/P0310_q10.wav
P0310_q11,P0310,reconsent,11.0,scenario,79,audio/reconsent/P0310/P0310_q11.wav
P0310_q12,P0310,reconsent,12.0,scenario,80,audio/reconsent/P0310/P0310_q12.wav
P0310_q13,P0310,reconsent,13.0,scenario,81,audio/reconsent/P0310/P0310_q13.wav
P0310_q15,P0310,reconsent,15.0,scenario,83,audio/reconsent/P0310/P0310_q15.wav
P0310_q17,P0310,reconsent,17.0,scenario,85,audio/reconsent/P0310/P0310_q17.wav
P0310_q18,P0310,reconsent,18.0,scenario,86,audio/reconsent/P0310/P0310_q18.wav
P0310_q24,P0310,reconsent,24.0,scenario,92,audio/reconsent/P0310/P0310_q24.wav
P0310_q27,P0310,reconsent,27.0,scenario,95,audio/reconsent/P0310/P0310_q27.wav
P0310_q28,P0310,reconsent,28.0,scenario,96,audio/reconsent/P0310/P0310_q28.wav
P0310_q33,P0310,reconsent,33.0,scenario,101,audio/reconsent/P0310/P0310_q33.wav
P0310_q35,P0310,reconsent,35.0,scenario,103,audio/reconsent/P0310/P0310_q35.wav
P0310_q37,P0310,reconsent,37.0,scenario,105,audio/reconsent/P0310/P0310_q37.wav
P0310_q44,P0310,reconsent,44.0,scenario,112,audio/reconsent/P0310/P0310_q44.wav
P0310_q47,P0310,reconsent,47.0,scenario,115,audio/reconsent/P0310/P0310_q47.wav
P0310_q48,P0310,reconsent,48.0,scenario,116,audio/reconsent/P0310/P0310_q48.wav
P0310_q51,P0310,reconsent,51.0,scenario,119,audio/reconsent/P0310/P0310_q51.wav
P0310_q52,P0310,reconsent,52.0,scenario,120,audio/reconsent/P0310/P0310_q52.wav
P0310_q53,P0310,reconsent,53.0,scenario,121,audio/reconsent/P0310/P0310_q53.wav
P0310_q56,P0310,reconsent,56.0,scenario,124,audio/reconsent/P0310/P0310_q56.wav
P0310_q60,P0310,reconsent,60.0,scenario,128,audio/reconsent/P0310/P0310_q60.wav
P0310_q61,P0310,reconsent,61.0,scenario,129,audio/reconsent/P0310/P0310_q61.wav
P0310_q63,P0310,reconsent,63.0,scenario,131,audio/reconsent/P0310/P0310_q63.wav
P0310_q64,P0310,reconsent,64.0,scenario,132,audio/reconsent/P0310/P0310_q64.wav
P0310_q65,P0310,reconsent,65.0,scenario,133,audio/reconsent/P0310/P0310_q65.wav
P0310_q68,P0310,reconsent,68.0,scenario,136,audio/reconsent/P0310/P0310_q68.wav
P0310_q70,P0310,reconsent,70.0,suffix_number,138,audio/reconsent/P0310/P0310_q70.wav
P0310_q71,P0310,reconsent,71.0,suffix_additional,139,audio/reconsent/P0310/P0310_q71.wav
P0310_q73,P0310,reconsent,73.0,dialect,142,audio/reconsent/P0310/P0310_q73.wav
P0310_mic_check,P0310,reconsent,,mic_check,141,audio/reconsent/P0310/P0310_mic_check.wav
P0311_q02,P0311,reconsent,2.0,scenario,70,audio/reconsent/P0311/P0311_q02.wav
P0311_q05,P0311,reconsent,5.0,scenario,73,audio/reconsent/P0311/P0311_q05.wav
P0311_q06,P0311,reconsent,6.0,scenario,74,audio/reconsent/P0311/P0311_q06.wav
P0311_q07,P0311,reconsent,7.0,scenario,75,audio/reconsent/P0311/P0311_q07.wav
P0311_q08,P0311,reconsent,8.0,scenario,76,audio/reconsent/P0311/P0311_q08.wav
P0311_q09,P0311,reconsent,9.0,scenario,77,audio/reconsent/P0311/P0311_q09.wav
P0311_q10,P0311,reconsent,10.0,scenario,78,audio/reconsent/P0311/P0311_q10.wav
P0311_q12,P0311,reconsent,12.0,scenario,80,audio/reconsent/P0311/P0311_q12.wav
P0311_q14,P0311,reconsent,14.0,scenario,82,audio/reconsent/P0311/P0311_q14.wav
P0311_q18,P0311,reconsent,18.0,scenario,86,audio/reconsent/P0311/P0311_q18.wav
P0311_q20,P0311,reconsent,20.0,scenario,88,audio/reconsent/P0311/P0311_q20.wav
P0311_q21,P0311,reconsent,21.0,scenario,89,audio/reconsent/P0311/P0311_q21.wav
P0311_q24,P0311,reconsent,24.0,scenario,92,audio/reconsent/P0311/P0311_q24.wav
P0311_q25,P0311,reconsent,25.0,scenario,93,audio/reconsent/P0311/P0311_q25.wav
P0311_q29,P0311,reconsent,29.0,scenario,97,audio/reconsent/P0311/P0311_q29.wav
P0311_q30,P0311,reconsent,30.0,scenario,98,audio/reconsent/P0311/P0311_q30.wav
P0311_q32,P0311,reconsent,32.0,scenario,100,audio/reconsent/P0311/P0311_q32.wav
P0311_q33,P0311,reconsent,33.0,scenario,101,audio/reconsent/P0311/P0311_q33.wav
P0311_q34,P0311,reconsent,34.0,scenario,102,audio/reconsent/P0311/P0311_q34.wav
P0311_q36,P0311,reconsent,36.0,scenario,104,audio/reconsent/P0311/P0311_q36.wav
P0311_q38,P0311,reconsent,38.0,scenario,106,audio/reconsent/P0311/P0311_q38.wav
P0311_q40,P0311,reconsent,40.0,scenario,108,audio/reconsent/P0311/P0311_q40.wav
P0311_q42,P0311,reconsent,42.0,scenario,110,audio/reconsent/P0311/P0311_q42.wav
P0311_q43,P0311,reconsent,43.0,scenario,111,audio/reconsent/P0311/P0311_q43.wav
P0311_q45,P0311,reconsent,45.0,scenario,113,audio/reconsent/P0311/P0311_q45.wav
P0311_q47,P0311,reconsent,47.0,scenario,115,audio/reconsent/P0311/P0311_q47.wav
P0311_q48,P0311,reconsent,48.0,scenario,116,audio/reconsent/P0311/P0311_q48.wav
P0311_q49,P0311,reconsent,49.0,scenario,117,audio/reconsent/P0311/P0311_q49.wav
P0311_q50,P0311,reconsent,50.0,scenario,118,audio/reconsent/P0311/P0311_q50.wav
P0311_q51,P0311,reconsent,51.0,scenario,119,audio/reconsent/P0311/P0311_q51.wav
P0311_q53,P0311,reconsent,53.0,scenario,121,audio/reconsent/P0311/P0311_q53.wav
P0311_q57,P0311,reconsent,57.0,scenario,125,audio/reconsent/P0311/P0311_q57.wav
P0311_q58,P0311,reconsent,58.0,scenario,126,audio/reconsent/P0311/P0311_q58.wav
P0311_q63,P0311,reconsent,63.0,scenario,131,audio/reconsent/P0311/P0311_q63.wav
P0311_q65,P0311,reconsent,65.0,scenario,133,audio/reconsent/P0311/P0311_q65.wav
P0311_q70,P0311,reconsent,70.0,suffix_number,138,audio/reconsent/P0311/P0311_q70.wav
P0311_q71,P0311,reconsent,71.0,suffix_additional,139,audio/reconsent/P0311/P0311_q71.wav
P0311_q72,P0311,reconsent,72.0,demographic,140,audio/reconsent/P0311/P0311_q72.wav
P0311_q73,P0311,reconsent,73.0,dialect,142,audio/reconsent/P0311/P0311_q73.wav
P0311_mic_check,P0311,reconsent,,mic_check,141,audio/reconsent/P0311/P0311_mic_check.wav
P0312_q03,P0312,reconsent,3.0,scenario,71,audio/reconsent/P0312/P0312_q03.wav
P0312_q04,P0312,reconsent,4.0,scenario,72,audio/reconsent/P0312/P0312_q04.wav
P0312_q05,P0312,reconsent,5.0,scenario,73,audio/reconsent/P0312/P0312_q05.wav
P0312_q08,P0312,reconsent,8.0,scenario,76,audio/reconsent/P0312/P0312_q08.wav
P0312_q10,P0312,reconsent,10.0,scenario,78,audio/reconsent/P0312/P0312_q10.wav
P0312_q11,P0312,reconsent,11.0,scenario,79,audio/reconsent/P0312/P0312_q11.wav
P0312_q12,P0312,reconsent,12.0,scenario,80,audio/reconsent/P0312/P0312_q12.wav
P0312_q13,P0312,reconsent,13.0,scenario,81,audio/reconsent/P0312/P0312_q13.wav
P0312_q17,P0312,reconsent,17.0,scenario,85,audio/reconsent/P0312/P0312_q17.wav
P0312_q18,P0312,reconsent,18.0,scenario,86,audio/reconsent/P0312/P0312_q18.wav
P0312_q19,P0312,reconsent,19.0,scenario,87,audio/reconsent/P0312/P0312_q19.wav
P0312_q21,P0312,reconsent,21.0,scenario,89,audio/reconsent/P0312/P0312_q21.wav
P0312_q24,P0312,reconsent,24.0,scenario,92,audio/reconsent/P0312/P0312_q24.wav
P0312_q26,P0312,reconsent,26.0,scenario,94,audio/reconsent/P0312/P0312_q26.wav
P0312_q27,P0312,reconsent,27.0,scenario,95,audio/reconsent/P0312/P0312_q27.wav
P0312_q29,P0312,reconsent,29.0,scenario,97,audio/reconsent/P0312/P0312_q29.wav
P0312_q33,P0312,reconsent,33.0,scenario,101,audio/reconsent/P0312/P0312_q33.wav
P0312_q34,P0312,reconsent,34.0,scenario,102,audio/reconsent/P0312/P0312_q34.wav
P0312_q35,P0312,reconsent,35.0,scenario,103,audio/reconsent/P0312/P0312_q35.wav
P0312_q36,P0312,reconsent,36.0,scenario,104,audio/reconsent/P0312/P0312_q36.wav
P0312_q37,P0312,reconsent,37.0,scenario,105,audio/reconsent/P0312/P0312_q37.wav
P0312_q40,P0312,reconsent,40.0,scenario,108,audio/reconsent/P0312/P0312_q40.wav
P0312_q42,P0312,reconsent,42.0,scenario,110,audio/reconsent/P0312/P0312_q42.wav
P0312_q44,P0312,reconsent,44.0,scenario,112,audio/reconsent/P0312/P0312_q44.wav
P0312_q52,P0312,reconsent,52.0,scenario,120,audio/reconsent/P0312/P0312_q52.wav
P0312_q53,P0312,reconsent,53.0,scenario,121,audio/reconsent/P0312/P0312_q53.wav
P0312_q55,P0312,reconsent,55.0,scenario,123,audio/reconsent/P0312/P0312_q55.wav
P0312_q56,P0312,reconsent,56.0,scenario,124,audio/reconsent/P0312/P0312_q56.wav
P0312_q59,P0312,reconsent,59.0,scenario,127,audio/reconsent/P0312/P0312_q59.wav
P0312_q60,P0312,reconsent,60.0,scenario,128,audio/reconsent/P0312/P0312_q60.wav
P0312_q62,P0312,reconsent,62.0,scenario,130,audio/reconsent/P0312/P0312_q62.wav
P0312_q63,P0312,reconsent,63.0,scenario,131,audio/reconsent/P0312/P0312_q63.wav
P0312_q64,P0312,reconsent,64.0,scenario,132,audio/reconsent/P0312/P0312_q64.wav
P0312_q68,P0312,reconsent,68.0,scenario,136,audio/reconsent/P0312/P0312_q68.wav
P0312_q69,P0312,reconsent,69.0,scenario,137,audio/reconsent/P0312/P0312_q69.wav
P0312_q70,P0312,reconsent,70.0,suffix_number,138,audio/reconsent/P0312/P0312_q70.wav
P0312_q71,P0312,reconsent,71.0,suffix_additional,139,audio/reconsent/P0312/P0312_q71.wav
P0312_q72,P0312,reconsent,72.0,demographic,140,audio/reconsent/P0312/P0312_q72.wav
P0312_q73,P0312,reconsent,73.0,dialect,142,audio/reconsent/P0312/P0312_q73.wav
P0312_mic_check,P0312,reconsent,,mic_check,141,audio/reconsent/P0312/P0312_mic_check.wav
P0313_q01,P0313,reconsent,1.0,scenario,69,audio/reconsent/P0313/P0313_q01.wav
P0313_q02,P0313,reconsent,2.0,scenario,70,audio/reconsent/P0313/P0313_q02.wav
P0313_q05,P0313,reconsent,5.0,scenario,73,audio/reconsent/P0313/P0313_q05.wav
P0313_q08,P0313,reconsent,8.0,scenario,76,audio/reconsent/P0313/P0313_q08.wav
P0313_q10,P0313,reconsent,10.0,scenario,78,audio/reconsent/P0313/P0313_q10.wav
P0313_q11,P0313,reconsent,11.0,scenario,79,audio/reconsent/P0313/P0313_q11.wav
P0313_q12,P0313,reconsent,12.0,scenario,80,audio/reconsent/P0313/P0313_q12.wav
P0313_q14,P0313,reconsent,14.0,scenario,82,audio/reconsent/P0313/P0313_q14.wav
P0313_q16,P0313,reconsent,16.0,scenario,84,audio/reconsent/P0313/P0313_q16.wav
P0313_q17,P0313,reconsent,17.0,scenario,85,audio/reconsent/P0313/P0313_q17.wav
P0313_q18,P0313,reconsent,18.0,scenario,86,audio/reconsent/P0313/P0313_q18.wav
P0313_q23,P0313,reconsent,23.0,scenario,91,audio/reconsent/P0313/P0313_q23.wav
P0313_q24,P0313,reconsent,24.0,scenario,92,audio/reconsent/P0313/P0313_q24.wav
P0313_q27,P0313,reconsent,27.0,scenario,95,audio/reconsent/P0313/P0313_q27.wav
P0313_q29,P0313,reconsent,29.0,scenario,97,audio/reconsent/P0313/P0313_q29.wav
P0313_q30,P0313,reconsent,30.0,scenario,98,audio/reconsent/P0313/P0313_q30.wav
P0313_q33,P0313,reconsent,33.0,scenario,101,audio/reconsent/P0313/P0313_q33.wav
P0313_q34,P0313,reconsent,34.0,scenario,102,audio/reconsent/P0313/P0313_q34.wav
P0313_q35,P0313,reconsent,35.0,scenario,103,audio/reconsent/P0313/P0313_q35.wav
P0313_q36,P0313,reconsent,36.0,scenario,104,audio/reconsent/P0313/P0313_q36.wav
P0313_q37,P0313,reconsent,37.0,scenario,105,audio/reconsent/P0313/P0313_q37.wav
P0313_q38,P0313,reconsent,38.0,scenario,106,audio/reconsent/P0313/P0313_q38.wav
P0313_q42,P0313,reconsent,42.0,scenario,110,audio/reconsent/P0313/P0313_q42.wav
P0313_q47,P0313,reconsent,47.0,scenario,115,audio/reconsent/P0313/P0313_q47.wav
P0313_q50,P0313,reconsent,50.0,scenario,118,audio/reconsent/P0313/P0313_q50.wav
P0313_q51,P0313,reconsent,51.0,scenario,119,audio/reconsent/P0313/P0313_q51.wav
P0313_q53,P0313,reconsent,53.0,scenario,121,audio/reconsent/P0313/P0313_q53.wav
P0313_q54,P0313,reconsent,54.0,scenario,122,audio/reconsent/P0313/P0313_q54.wav
P0313_q55,P0313,reconsent,55.0,scenario,123,audio/reconsent/P0313/P0313_q55.wav
P0313_q58,P0313,reconsent,58.0,scenario,126,audio/reconsent/P0313/P0313_q58.wav
P0313_q62,P0313,reconsent,62.0,scenario,130,audio/reconsent/P0313/P0313_q62.wav
P0313_q63,P0313,reconsent,63.0,scenario,131,audio/reconsent/P0313/P0313_q63.wav
P0313_q65,P0313,reconsent,65.0,scenario,133,audio/reconsent/P0313/P0313_q65.wav
P0313_q66,P0313,reconsent,66.0,scenario,134,audio/reconsent/P0313/P0313_q66.wav
P0313_q69,P0313,reconsent,69.0,scenario,137,audio/reconsent/P0313/P0313_q69.wav
P0313_q70,P0313,reconsent,70.0,suffix_number,138,audio/reconsent/P0313/P0313_q70.wav
P0313_q71,P0313,reconsent,71.0,suffix_additional,139,audio/reconsent/P0313/P0313_q71.wav
P0313_q72,P0313,reconsent,72.0,demographic,140,audio/reconsent/P0313/P0313_q72.wav
P0313_q73,P0313,reconsent,73.0,dialect,142,audio/reconsent/P0313/P0313_q73.wav
P0313_mic_check,P0313,reconsent,,mic_check,141,audio/reconsent/P0313/P0313_mic_check.wav
P0314_q01,P0314,reconsent,1.0,scenario,69,audio/reconsent/P0314/P0314_q01.wav
P0314_q06,P0314,reconsent,6.0,scenario,74,audio/reconsent/P0314/P0314_q06.wav
P0314_q08,P0314,reconsent,8.0,scenario,76,audio/reconsent/P0314/P0314_q08.wav
P0314_q09,P0314,reconsent,9.0,scenario,77,audio/reconsent/P0314/P0314_q09.wav
P0314_q10,P0314,reconsent,10.0,scenario,78,audio/reconsent/P0314/P0314_q10.wav
P0314_q14,P0314,reconsent,14.0,scenario,82,audio/reconsent/P0314/P0314_q14.wav
P0314_q16,P0314,reconsent,16.0,scenario,84,audio/reconsent/P0314/P0314_q16.wav
P0314_q17,P0314,reconsent,17.0,scenario,85,audio/reconsent/P0314/P0314_q17.wav
P0314_q18,P0314,reconsent,18.0,scenario,86,audio/reconsent/P0314/P0314_q18.wav
P0314_q22,P0314,reconsent,22.0,scenario,90,audio/reconsent/P0314/P0314_q22.wav
